query,category,query_clean,category_encoded
How do I assign tasks to team members?,Product Question,how do i assign tasks to team members?,3
Is there a way to monitor progress on projects?,Product Question,is there a way to monitor progress on projects?,3
Can I manage multiple projects simultaneously?,Product Question,can i manage multiple projects simultaneously?,3
How do I prioritize tasks effectively?,Product Question,how do i prioritize tasks effectively?,3
Is there a way to improve team communication?,Product Question,is there a way to improve team communication?,3
Can I use the software to manage project budgets?,Product Question,can i use the software to manage project budgets?,3
Can I collaborate with external stakeholders?,Product Question,can i collaborate with external stakeholders?,3
How do I use the software to manage resources?,Product Question,how do i use the software to manage resources?,3
Is there a way to improve team efficiency?,Product Question,is there a way to improve team efficiency?,3
Can I utilize the software to track time spent on projects?,Product Question,can i utilize the software to track time spent on projects?,3
How do I identify and resolve project bottlenecks?,Product Question,how do i identify and resolve project bottlenecks?,3
Is there a way to improve project planning and execution?,Product Question,is there a way to improve project planning and execution?,3
Can I use the software to manage different types of projects?,Product Question,can i use the software to manage different types of projects?,3
How do I share project documents with stakeholders?,Product Question,how do i share project documents with stakeholders?,3
Is there a way to track project risks and issues?,Product Question,is there a way to track project risks and issues?,3
Can I use the software to manage project deliverables?,Product Question,can i use the software to manage project deliverables?,3
How do I improve project outcomes?,Product Question,how do i improve project outcomes?,3
Is there a way to improve project quality?,Product Question,is there a way to improve project quality?,3
Can I automate repetitive tasks?,Product Question,can i automate repetitive tasks?,3
How do I streamline project workflows?,Product Question,how do i streamline project workflows?,3
Is there a way to improve the efficiency of the project team?,Product Question,is there a way to improve the efficiency of the project team?,3
Can I use the software to generate project proposals?,Product Question,can i use the software to generate project proposals?,3
How do I present project updates to stakeholders?,Product Question,how do i present project updates to stakeholders?,3
Is there a way to customize the dashboard to show only the metrics I need?,Product Question,is there a way to customize the dashboard to show only the metrics i need?,3
Can I export data in a format other than CSV?,Product Question,can i export data in a format other than csv?,3
How do I set up user permissions for different team members?,Product Question,how do i set up user permissions for different team members?,3
Is there a way to automate recurring tasks?,Product Question,is there a way to automate recurring tasks?,3
Can I schedule reports to be sent automatically?,Product Question,can i schedule reports to be sent automatically?,3
How do I troubleshoot connection errors?,Product Question,how do i troubleshoot connection errors?,3
Can I create custom fields to store additional data?,Product Question,can i create custom fields to store additional data?,3
How do I access the software's API documentation?,Product Question,how do i access the softwares api documentation?,3
Is there a way to filter data based on multiple criteria?,Product Question,is there a way to filter data based on multiple criteria?,3
Can I undo an accidental deletion?,Product Question,can i undo an accidental deletion?,3
How do I generate a detailed audit trail?,Product Question,how do i generate a detailed audit trail?,3
Is there a way to improve the software's search functionality?,Product Question,is there a way to improve the softwares search functionality?,3
Can I add multiple attachments to a single record?,Product Question,can i add multiple attachments to a single record?,3
How do I change the default currency setting?,Product Question,how do i change the default currency setting?,3
"How do I resolve the ""insufficient permissions"" error?",Product Question,how do i resolve the insufficient permissions error?,3
Is there a way to improve the software's loading speed?,Product Question,is there a way to improve the softwares loading speed?,3
How do I back up my data?,Product Question,how do i back up my data?,3
Is there a way to recover deleted data?,Product Question,is there a way to recover deleted data?,3
Can I personalize notifications?,Product Question,can i personalize notifications?,3
How do I create a new project?,Product Question,how do i create a new project?,3
Is there a way to merge duplicate records?,Product Question,is there a way to merge duplicate records?,3
Is there a way to track project progress?,Product Question,is there a way to track project progress?,3
Can I set deadlines and reminders for tasks?,Product Question,can i set deadlines and reminders for tasks?,3
How do I use the reporting tools effectively?,Product Question,how do i use the reporting tools effectively?,3
Is there a way to collaborate with colleagues in real-time?,Product Question,is there a way to collaborate with colleagues in realtime?,3
Can I share reports with external clients?,Product Question,can i share reports with external clients?,3
How do I update my profile information?,Product Question,how do i update my profile information?,3
Is there a way to customize email templates?,Product Question,is there a way to customize email templates?,3
Can I receive email alerts for important events?,Product Question,can i receive email alerts for important events?,3
How do I manage multiple accounts?,Product Question,how do i manage multiple accounts?,3
Is there a way to troubleshoot printing issues?,Product Question,is there a way to troubleshoot printing issues?,3
How do I use the software's help resources?,Product Question,how do i use the softwares help resources?,3
Is there a way to disable specific features?,Product Question,is there a way to disable specific features?,3
Can I use keyboard shortcuts to navigate the software?,Product Question,can i use keyboard shortcuts to navigate the software?,3
How do I add a new contact?,Product Question,how do i add a new contact?,3
Is there a way to segment my customer base?,Product Question,is there a way to segment my customer base?,3
Can I track customer interactions?,Product Question,can i track customer interactions?,3
How do I run a marketing campaign?,Product Question,how do i run a marketing campaign?,3
Is there a way to analyze campaign performance?,Product Question,is there a way to analyze campaign performance?,3
Can I integrate with social media platforms?,Product Question,can i integrate with social media platforms?,3
Is there a way to contact customer support?,Product Question,is there a way to contact customer support?,3
Can I request new features?,Product Question,can i request new features?,3
How do I understand the software's pricing plans?,Product Question,how do i understand the softwares pricing plans?,3
Is there a way to download invoices?,Product Question,is there a way to download invoices?,3
Can I change my billing information?,Product Question,can i change my billing information?,3
How do I understand the software's security measures?,Product Question,how do i understand the softwares security measures?,3
Can I access the software on mobile devices?,Product Question,can i access the software on mobile devices?,3
How do I utilize the software's mobile app?,Product Question,how do i utilize the softwares mobile app?,3
Is there a way to improve the mobile app’s UX?,Product Question,is there a way to improve the mobile apps ux?,3
Can I customize my notification preferences on mobile?,Product Question,can i customize my notification preferences on mobile?,3
How do I troubleshoot problems on my mobile device?,Product Question,how do i troubleshoot problems on my mobile device?,3
Is there a way to use the offline functionality on mobile?,Product Question,is there a way to use the offline functionality on mobile?,3
Can I access all features on the mobile app?,Product Question,can i access all features on the mobile app?,3
How do I report a bug or error?,Product Question,how do i report a bug or error?,3
Is there a way to provide feedback on the software?,Product Question,is there a way to provide feedback on the software?,3
Can I suggest improvements to the user interface?,Product Question,can i suggest improvements to the user interface?,3
How do I get help with specific features?,Product Question,how do i get help with specific features?,3
Is there a way to access tutorials or training materials?,Product Question,is there a way to access tutorials or training materials?,3
Can I find answers to frequently asked questions?,Product Question,can i find answers to frequently asked questions?,3
How do I ensure data integrity?,Product Question,how do i ensure data integrity?,3
Can I set up data backups automatically?,Product Question,can i set up data backups automatically?,3
How do I understand the system requirements?,Product Question,how do i understand the system requirements?,3
Is there a way to check for software updates?,Product Question,is there a way to check for software updates?,3
Can I opt-in to automatic updates?,Product Question,can i optin to automatic updates?,3
How do I find the version number of the software?,Product Question,how do i find the version number of the software?,3
Is there a way to roll back to a previous version?,Product Question,is there a way to roll back to a previous version?,3
Can I use this software across different operating systems?,Product Question,can i use this software across different operating systems?,3
How do I resolve compatibility issues?,Product Question,how do i resolve compatibility issues?,3
Is there a way to use this software with screen readers?,Product Question,is there a way to use this software with screen readers?,3
Can I customize accessibility settings?,Product Question,can i customize accessibility settings?,3
How do I enable two-factor authentication?,Product Question,how do i enable twofactor authentication?,3
Is there a way to improve the software's security protocols?,Product Question,is there a way to improve the softwares security protocols?,3
Can I integrate with my existing security systems?,Product Question,can i integrate with my existing security systems?,3
How do I understand the data encryption methods used?,Product Question,how do i understand the data encryption methods used?,3
Is there a way to audit user access logs?,Product Question,is there a way to audit user access logs?,3
Can I control user access permissions granularly?,Product Question,can i control user access permissions granularly?,3
How do I ensure compliance with data protection regulations?,Product Question,how do i ensure compliance with data protection regulations?,3
Is there a way to generate compliance reports?,Product Question,is there a way to generate compliance reports?,3
Can I receive notifications for security incidents?,Product Question,can i receive notifications for security incidents?,3
"This software is so clunky and slow, it's a waste of my time.",Complaint,this software is so clunky and slow its a waste of my time.,1
I'm incredibly disappointed with how buggy this program is.,Complaint,im incredibly disappointed with how buggy this program is.,1
The interface is terrible; I can't even figure out the basics.,Complaint,the interface is terrible i cant even figure out the basics.,1
"It crashes constantly, which is completely unacceptable.",Complaint,it crashes constantly which is completely unacceptable.,1
This software is frustrating to use; it's not intuitive at all.,Complaint,this software is frustrating to use its not intuitive at all.,1
I wish I'd never bought this; it's a total waste of money.,Complaint,i wish id never bought this its a total waste of money.,1
Such a disappointing experience; I expected so much more.,Complaint,such a disappointing experience i expected so much more.,1
It's ridiculously complicated for something so simple.,Complaint,its ridiculously complicated for something so simple.,1
The customer support is just as bad as the software itself.,Complaint,the customer support is just as bad as the software itself.,1
This is the most frustrating piece of software I've ever used.,Complaint,this is the most frustrating piece of software ive ever used.,1
I'm extremely disappointed with the lack of helpful features.,Complaint,im extremely disappointed with the lack of helpful features.,1
What a waste of time and money!  I'm so angry.,Complaint,what a waste of time and money! im so angry.,1
"It's so buggy, it's practically unusable.",Complaint,its so buggy its practically unusable.,1
This program is a complete joke.,Complaint,this program is a complete joke.,1
I'm incredibly frustrated with the constant errors.,Complaint,im incredibly frustrated with the constant errors.,1
The whole experience has been incredibly disappointing.,Complaint,the whole experience has been incredibly disappointing.,1
I regret purchasing this software; it's terrible.,Complaint,i regret purchasing this software its terrible.,1
This is unacceptable; I demand a refund.,Complaint,this is unacceptable i demand a refund.,1
"It's slow, clunky, and just plain awful.",Complaint,its slow clunky and just plain awful.,1
I've wasted hours trying to figure this out.,Complaint,ive wasted hours trying to figure this out.,1
The learning curve is impossibly steep.,Complaint,the learning curve is impossibly steep.,1
"I'm so frustrated, I could scream.",Complaint,im so frustrated i could scream.,1
This is a complete waste of my money.,Complaint,this is a complete waste of my money.,1
Utterly disappointing; I feel ripped off.,Complaint,utterly disappointing i feel ripped off.,1
It's just not user-friendly at all.,Complaint,its just not userfriendly at all.,1
Such a frustrating experience; I'm ready to give up.,Complaint,such a frustrating experience im ready to give up.,1
This software is a nightmare.,Complaint,this software is a nightmare.,1
I'm so disappointed in the overall quality.,Complaint,im so disappointed in the overall quality.,1
It's far too complicated for its intended purpose.,Complaint,its far too complicated for its intended purpose.,1
I'm beyond frustrated with this product.,Complaint,im beyond frustrated with this product.,1
The glitches are frequent and annoying.,Complaint,the glitches are frequent and annoying.,1
This is completely unacceptable for the price.,Complaint,this is completely unacceptable for the price.,1
What a terrible piece of software.,Complaint,what a terrible piece of software.,1
I'm so dissatisfied with this purchase.,Complaint,im so dissatisfied with this purchase.,1
This software is a massive disappointment.,Complaint,this software is a massive disappointment.,1
It's unbelievably difficult to navigate.,Complaint,its unbelievably difficult to navigate.,1
I've lost valuable time due to this program's shortcomings.,Complaint,ive lost valuable time due to this programs shortcomings.,1
Completely useless; I want my money back.,Complaint,completely useless i want my money back.,1
This software is a disaster.,Complaint,this software is a disaster.,1
"It's so frustrating, I'm about to throw my computer.",Complaint,its so frustrating im about to throw my computer.,1
I'm extremely unhappy with this product.,Complaint,im extremely unhappy with this product.,1
The constant crashes are driving me crazy.,Complaint,the constant crashes are driving me crazy.,1
This is a terrible investment.,Complaint,this is a terrible investment.,1
I can't believe how bad this software is.,Complaint,i cant believe how bad this software is.,1
It's a complete waste of my time and resources.,Complaint,its a complete waste of my time and resources.,1
Absolutely unacceptable performance.,Complaint,absolutely unacceptable performance.,1
I'm incredibly disappointed with the lack of support.,Complaint,im incredibly disappointed with the lack of support.,1
This program is a joke.  Seriously.,Complaint,this program is a joke. seriously.,1
I regret buying this; it's completely unusable.,Complaint,i regret buying this its completely unusable.,1
"It's so buggy, it's almost comical...almost.",Complaint,its so buggy its almost comical...almost.,1
The interface is confusing and counterintuitive.,Complaint,the interface is confusing and counterintuitive.,1
This is a total waste of money and effort.,Complaint,this is a total waste of money and effort.,1
I'm extremely frustrated with the poor design.,Complaint,im extremely frustrated with the poor design.,1
I'm utterly disappointed with this product's performance.,Complaint,im utterly disappointed with this products performance.,1
This software is a major headache.,Complaint,this software is a major headache.,1
It's so slow it's practically unusable.,Complaint,its so slow its practically unusable.,1
What a waste of time and effort!,Complaint,what a waste of time and effort!,1
This is truly unacceptable.,Complaint,this is truly unacceptable.,1
I expected so much better; I'm so let down.,Complaint,i expected so much better im so let down.,1
I'm incredibly frustrated and disappointed.,Complaint,im incredibly frustrated and disappointed.,1
The whole thing is just a terrible experience.,Complaint,the whole thing is just a terrible experience.,1
"This software makes my job harder, not easier.",Complaint,this software makes my job harder not easier.,1
It's incredibly frustrating to use daily.,Complaint,its incredibly frustrating to use daily.,1
I'm extremely disappointed in the lack of updates.,Complaint,im extremely disappointed in the lack of updates.,1
What a waste of a perfectly good afternoon.,Complaint,what a waste of a perfectly good afternoon.,1
This is unbelievably bad.,Complaint,this is unbelievably bad.,1
This software is a complete mess.,Complaint,this software is a complete mess.,1
I'm so angry; this is unacceptable.,Complaint,im so angry this is unacceptable.,1
I wish I could get a refund.,Complaint,i wish i could get a refund.,1
The design is terrible and confusing.,Complaint,the design is terrible and confusing.,1
This is a huge disappointment.,Complaint,this is a huge disappointment.,1
It's just frustrating; I'm ready to switch.,Complaint,its just frustrating im ready to switch.,1
"Waste of money, time, and energy.",Complaint,waste of money time and energy.,1
This software is a nightmare to use.,Complaint,this software is a nightmare to use.,1
I'm so disappointed in the company.,Complaint,im so disappointed in the company.,1
It's completely unreliable.,Complaint,its completely unreliable.,1
This is an absolute disaster.,Complaint,this is an absolute disaster.,1
I'm incredibly frustrated with the glitches.,Complaint,im incredibly frustrated with the glitches.,1
Such a disappointing and frustrating product.,Complaint,such a disappointing and frustrating product.,1
This software is simply terrible.,Complaint,this software is simply terrible.,1
I regret this purchase immensely.,Complaint,i regret this purchase immensely.,1
It's a total waste of resources.,Complaint,its a total waste of resources.,1
The user experience is terrible.,Complaint,the user experience is terrible.,1
I'm so unhappy with this software.,Complaint,im so unhappy with this software.,1
Completely unacceptable level of bugs.,Complaint,completely unacceptable level of bugs.,1
This is a massive letdown.,Complaint,this is a massive letdown.,1
I'm so frustrated; I'm ready to switch providers.,Complaint,im so frustrated im ready to switch providers.,1
What a terrible product.,Complaint,what a terrible product.,1
The performance is unacceptable.,Complaint,the performance is unacceptable.,1
This software is a complete failure.,Complaint,this software is a complete failure.,1
I'm so disappointed; it doesn't work as advertised.,Complaint,im so disappointed it doesnt work as advertised.,1
It's incredibly frustrating and time-consuming.,Complaint,its incredibly frustrating and timeconsuming.,1
I'm ready to throw in the towel.,Complaint,im ready to throw in the towel.,1
A complete waste of money; I'm furious.,Complaint,a complete waste of money im furious.,1
This is an awful product; I'm so disappointed.,Complaint,this is an awful product im so disappointed.,1
This software is a complete joke.  Seriously.,Complaint,this software is a complete joke. seriously.,1
Utterly useless and incredibly frustrating.,Complaint,utterly useless and incredibly frustrating.,1
I'm so disappointed in the lack of support.,Complaint,im so disappointed in the lack of support.,1
It's so buggy; I can't even work.,Complaint,its so buggy i cant even work.,1
This is completely unacceptable.,Complaint,this is completely unacceptable.,1
I regret buying this software.,Complaint,i regret buying this software.,1
The interface is awful; I hate it.,Complaint,the interface is awful i hate it.,1
This is a terrible waste of money.,Complaint,this is a terrible waste of money.,1
I'm so frustrated I could cry.,Complaint,im so frustrated i could cry.,1
This product is a massive disappointment.,Complaint,this product is a massive disappointment.,1
"It's slow, unreliable, and frustrating.",Complaint,its slow unreliable and frustrating.,1
I'm so angry and disappointed.,Complaint,im so angry and disappointed.,1
This is absolutely terrible.,Complaint,this is absolutely terrible.,1
I'm so frustrated with this product.,Complaint,im so frustrated with this product.,1
Completely unacceptable; I want my money back.,Complaint,completely unacceptable i want my money back.,1
It's a total waste of time and effort.,Complaint,its a total waste of time and effort.,1
I'm so disappointed with the overall experience.,Complaint,im so disappointed with the overall experience.,1
I'm extremely unhappy with this purchase.,Complaint,im extremely unhappy with this purchase.,1
It's incredibly frustrating to use.,Complaint,its incredibly frustrating to use.,1
This software is unacceptable.,Complaint,this software is unacceptable.,1
I'm so angry; it's completely unusable.,Complaint,im so angry its completely unusable.,1
A complete waste of my money and time.,Complaint,a complete waste of my money and time.,1
This product is a total disappointment.,Complaint,this product is a total disappointment.,1
I'm incredibly frustrated with its performance.,Complaint,im incredibly frustrated with its performance.,1
It's a terrible program; I hate it.,Complaint,its a terrible program i hate it.,1
I'm so disappointed; I expected better.,Complaint,im so disappointed i expected better.,1
This is unacceptable; I'm requesting a refund.,Complaint,this is unacceptable im requesting a refund.,1
I'm extremely frustrated and disappointed.,Complaint,im extremely frustrated and disappointed.,1
What a waste of my hard-earned money!,Complaint,what a waste of my hardearned money!,1
This software is terrible.,Complaint,this software is terrible.,1
I'm so unhappy with this product.,Complaint,im so unhappy with this product.,1
The constant errors are driving me crazy.,Complaint,the constant errors are driving me crazy.,1
This is a complete waste of time.,Complaint,this is a complete waste of time.,1
I'm so frustrated; I'm ready to quit.,Complaint,im so frustrated im ready to quit.,1
It's completely unusable.,Complaint,its completely unusable.,1
This is a truly terrible piece of software.,Complaint,this is a truly terrible piece of software.,1
I regret purchasing this; it's a disaster.,Complaint,i regret purchasing this its a disaster.,1
I'm incredibly disappointed with the quality.,Complaint,im incredibly disappointed with the quality.,1
This is absolutely unacceptable.,Complaint,this is absolutely unacceptable.,1
It's so frustrating; I'm about to give up.,Complaint,its so frustrating im about to give up.,1
What a waste of money.,Complaint,what a waste of money.,1
This software is a joke.,Complaint,this software is a joke.,1
I'm so unhappy; I'm seriously considering legal action.,Complaint,im so unhappy im seriously considering legal action.,1
I'm extremely disappointed.,Complaint,im extremely disappointed.,1
This is utterly unacceptable.,Complaint,this is utterly unacceptable.,1
It's so frustrating; I'm losing my mind.,Complaint,its so frustrating im losing my mind.,1
This software is terrible; I hate it.,Complaint,this software is terrible i hate it.,1
A complete waste of my precious time.,Complaint,a complete waste of my precious time.,1
This product is a total letdown.,Complaint,this product is a total letdown.,1
I'm incredibly frustrated with this purchase.,Complaint,im incredibly frustrated with this purchase.,1
This is unacceptable; I need a solution.,Complaint,this is unacceptable i need a solution.,1
I'm extremely disappointed with this program.,Complaint,im extremely disappointed with this program.,1
It's so frustrating and time-consuming.,Complaint,its so frustrating and timeconsuming.,1
I'm so angry; I'm demanding a refund.,Complaint,im so angry im demanding a refund.,1
This is a complete waste of resources.,Complaint,this is a complete waste of resources.,1
I'm so unhappy with this experience.,Complaint,im so unhappy with this experience.,1
Completely unacceptable performance.,Complaint,completely unacceptable performance.,1
This is a major disappointment.,Complaint,this is a major disappointment.,1
I'm so frustrated; I'm about to explode.,Complaint,im so frustrated im about to explode.,1
I'm so disappointed and frustrated.,Complaint,im so disappointed and frustrated.,1
What a complete waste of money.,Complaint,what a complete waste of money.,1
I'm so unhappy with the lack of features.,Complaint,im so unhappy with the lack of features.,1
I'm extremely disappointed with the bugs.,Complaint,im extremely disappointed with the bugs.,1
It's so frustrating; I'm ready to switch.,Complaint,its so frustrating im ready to switch.,1
This is a complete waste of my time.,Complaint,this is a complete waste of my time.,1
I'm so disappointed with this product.,Complaint,im so disappointed with this product.,1
This software is a nightmare to work with.,Complaint,this software is a nightmare to work with.,1
I'm extremely disappointed with the support.,Complaint,im extremely disappointed with the support.,1
It's so frustrating; I'm losing my patience.,Complaint,its so frustrating im losing my patience.,1
This is a terrible product.,Complaint,this is a terrible product.,1
I'm so unhappy with this purchase.,Complaint,im so unhappy with this purchase.,1
I'm incredibly frustrated with the performance.,Complaint,im incredibly frustrated with the performance.,1
I'm so disappointed; I'm thinking of suing.,Complaint,im so disappointed im thinking of suing.,1
I'm extremely unhappy with the company.,Complaint,im extremely unhappy with the company.,1
It's so frustrating; I'm about to quit my job.,Complaint,its so frustrating im about to quit my job.,1
I'm so angry; I'm writing a scathing review.,Complaint,im so angry im writing a scathing review.,1
This software is a complete joke.,Complaint,this software is a complete joke.,1
I'm so disappointed; I expected so much more.,Complaint,im so disappointed i expected so much more.,1
It's so frustrating; I'm giving up.,Complaint,its so frustrating im giving up.,1
This software is terrible; I'm leaving a bad review.,Complaint,this software is terrible im leaving a bad review.,1
This is a complete waste of my time and money.,Complaint,this is a complete waste of my time and money.,1
This product is a total failure.,Complaint,this product is a total failure.,1
I'm incredibly disappointed with its usability.,Complaint,im incredibly disappointed with its usability.,1
This is unacceptable; it's not user-friendly at all.,Complaint,this is unacceptable its not userfriendly at all.,1
This software is a nightmare; I'm switching providers.,Complaint,this software is a nightmare im switching providers.,1
I'm extremely unhappy with the purchase.,Complaint,im extremely unhappy with the purchase.,1
It's so frustrating; I can't believe I paid for this.,Complaint,its so frustrating i cant believe i paid for this.,1
This is a terrible product; I regret buying it.,Complaint,this is a terrible product i regret buying it.,1
I'm so angry; this is a total rip-off.,Complaint,im so angry this is a total ripoff.,1
This software is a complete disaster.,Complaint,this software is a complete disaster.,1
I'm so disappointed; it doesn't work.,Complaint,im so disappointed it doesnt work.,1
I'm incredibly frustrated with this program.,Complaint,im incredibly frustrated with this program.,1
This is unacceptable; I'm leaving a negative review.,Complaint,this is unacceptable im leaving a negative review.,1
This software is a joke; it's so bad.,Complaint,this software is a joke its so bad.,1
I'm extremely unhappy with its performance.,Complaint,im extremely unhappy with its performance.,1
It's so frustrating; I'm ready to give up.,Complaint,its so frustrating im ready to give up.,1
I'm so disappointed; I'm writing a complaint.,Complaint,im so disappointed im writing a complaint.,1
I'm incredibly frustrated with the bugs.,Complaint,im incredibly frustrated with the bugs.,1
This is unacceptable; I'm seeking a refund.,Complaint,this is unacceptable im seeking a refund.,1
This software is a nightmare; I'm switching to a competitor.,Complaint,this software is a nightmare im switching to a competitor.,1
I'm extremely unhappy with the service.,Complaint,im extremely unhappy with the service.,1
It's so frustrating; I'm losing sleep over this.,Complaint,its so frustrating im losing sleep over this.,1
This is a terrible product; I would not recommend it.,Complaint,this is a terrible product i would not recommend it.,1
I'm so angry; I'm going to write a blog post about this.,Complaint,im so angry im going to write a blog post about this.,1
I'm so disappointed; it's a waste of time.,Complaint,im so disappointed its a waste of time.,1
I'm incredibly frustrated with the lack of support.,Complaint,im incredibly frustrated with the lack of support.,1
This is unacceptable; I'm reporting this to the authorities.,Complaint,this is unacceptable im reporting this to the authorities.,1
This software is a joke; it's completely unusable.,Complaint,this software is a joke its completely unusable.,1
I'm extremely unhappy with the company's response.,Complaint,im extremely unhappy with the companys response.,1
It's so frustrating; I'm about to lose it.,Complaint,its so frustrating im about to lose it.,1
This is a terrible program; I wouldn't recommend it to my enemy.,Complaint,this is a terrible program i wouldnt recommend it to my enemy.,1
I'm so angry; I'm filing a complaint.,Complaint,im so angry im filing a complaint.,1
This software is a disaster; I'm changing providers.,Complaint,this software is a disaster im changing providers.,1
I'm so disappointed; I'm beyond words.,Complaint,im so disappointed im beyond words.,1
I'm incredibly frustrated with the lack of functionality.,Complaint,im incredibly frustrated with the lack of functionality.,1
This is unacceptable; I demand a resolution.,Complaint,this is unacceptable i demand a resolution.,1
This software is a nightmare; I'm seeking a solution.,Complaint,this software is a nightmare im seeking a solution.,1
I'm extremely unhappy with the user experience.,Complaint,im extremely unhappy with the user experience.,1
It's so frustrating; I'm about to break something.,Complaint,its so frustrating im about to break something.,1
This is a terrible product; I'm requesting a full refund.,Complaint,this is a terrible product im requesting a full refund.,1
I'm so angry; I'm considering legal action.,Complaint,im so angry im considering legal action.,1
This software is a complete waste of time and money.,Complaint,this software is a complete waste of time and money.,1
"This software is so clunky and slow, it's a complete waste of time.",Complaint,this software is so clunky and slow its a complete waste of time.,1
The constant crashes are unacceptable.,Complaint,the constant crashes are unacceptable.,1
It's frustrating how often I have to restart this thing.,Complaint,its frustrating how often i have to restart this thing.,1
This software is a nightmare to navigate.,Complaint,this software is a nightmare to navigate.,1
I've wasted hours trying to figure out how to do simple tasks.,Complaint,ive wasted hours trying to figure out how to do simple tasks.,1
The user interface is terrible.,Complaint,the user interface is terrible.,1
It's just plain frustrating to use.,Complaint,its just plain frustrating to use.,1
I wish I'd never purchased this.,Complaint,i wish id never purchased this.,1
This software is a complete waste of money.,Complaint,this software is a complete waste of money.,1
Such a disappointing experience.,Complaint,such a disappointing experience.,1
I'm constantly encountering errors.,Complaint,im constantly encountering errors.,1
This is far less intuitive than advertised.,Complaint,this is far less intuitive than advertised.,1
It's incredibly difficult to get any real help.,Complaint,its incredibly difficult to get any real help.,1
The customer support is useless.,Complaint,the customer support is useless.,1
I'm so frustrated with the lack of features.,Complaint,im so frustrated with the lack of features.,1
This software barely works.,Complaint,this software barely works.,1
I'm seriously considering switching to a competitor.,Complaint,im seriously considering switching to a competitor.,1
The performance is unacceptable for the price.,Complaint,the performance is unacceptable for the price.,1
What a waste of my time and money.,Complaint,what a waste of my time and money.,1
I'm incredibly disappointed with the overall experience.,Complaint,im incredibly disappointed with the overall experience.,1
It's simply not worth the money.,Complaint,its simply not worth the money.,1
Such a frustrating piece of software.,Complaint,such a frustrating piece of software.,1
This has caused me so much unnecessary stress.,Complaint,this has caused me so much unnecessary stress.,1
It's so unreliable.,Complaint,its so unreliable.,1
The design is terrible.,Complaint,the design is terrible.,1
It's just a complete mess.,Complaint,its just a complete mess.,1
It's incredibly difficult to use.,Complaint,its incredibly difficult to use.,1
I'm constantly encountering glitches.,Complaint,im constantly encountering glitches.,1
The help files are useless.,Complaint,the help files are useless.,1
This program is a joke.,Complaint,this program is a joke.,1
I'm extremely dissatisfied.,Complaint,im extremely dissatisfied.,1
It's a total waste of time and resources.,Complaint,its a total waste of time and resources.,1
This software is utterly frustrating.,Complaint,this software is utterly frustrating.,1
The features are limited and underwhelming.,Complaint,the features are limited and underwhelming.,1
I'm beyond disappointed.,Complaint,im beyond disappointed.,1
I expected so much more.,Complaint,i expected so much more.,1
The lack of support is unacceptable.,Complaint,the lack of support is unacceptable.,1
It crashes constantly.,Complaint,it crashes constantly.,1
This software is a huge letdown.,Complaint,this software is a huge letdown.,1
I'm so angry I purchased this.,Complaint,im so angry i purchased this.,1
What a poorly designed program.,Complaint,what a poorly designed program.,1
This is a complete disaster.,Complaint,this is a complete disaster.,1
I can't believe how bad this is.,Complaint,i cant believe how bad this is.,1
It's incredibly frustrating to deal with.,Complaint,its incredibly frustrating to deal with.,1
This software is a total waste.,Complaint,this software is a total waste.,1
It's hard to believe this was ever released.,Complaint,its hard to believe this was ever released.,1
This is an absolute joke.,Complaint,this is an absolute joke.,1
I'm considering legal action.,Complaint,im considering legal action.,1
This program is a complete failure.,Complaint,this program is a complete failure.,1
Such a disappointing investment.,Complaint,such a disappointing investment.,1
The features are severely lacking.,Complaint,the features are severely lacking.,1
This is utterly useless.,Complaint,this is utterly useless.,1
This software is an absolute nightmare.,Complaint,this software is an absolute nightmare.,1
It's a complete waste of resources.,Complaint,its a complete waste of resources.,1
What a terrible experience.,Complaint,what a terrible experience.,1
This software is completely unreliable.,Complaint,this software is completely unreliable.,1
It's so buggy and slow.,Complaint,its so buggy and slow.,1
This is unacceptable.,Complaint,this is unacceptable.,1
I'm incredibly disappointed.,Complaint,im incredibly disappointed.,1
It's so frustrating to use.,Complaint,its so frustrating to use.,1
The interface is terrible.,Complaint,the interface is terrible.,1
It's a total mess.,Complaint,its a total mess.,1
This software is incredibly difficult to use.,Complaint,this software is incredibly difficult to use.,1
I'm constantly running into problems.,Complaint,im constantly running into problems.,1
The support is terrible.,Complaint,the support is terrible.,1
I expected better.,Complaint,i expected better.,1
This software is a waste of my time.,Complaint,this software is a waste of my time.,1
The glitches are unacceptable.,Complaint,the glitches are unacceptable.,1
I'm completely dissatisfied.,Complaint,im completely dissatisfied.,1
It's frustrating and inefficient.,Complaint,its frustrating and inefficient.,1
I regret purchasing this product.,Complaint,i regret purchasing this product.,1
This is a complete joke.,Complaint,this is a complete joke.,1
The user experience is awful.,Complaint,the user experience is awful.,1
This software makes my job harder.,Complaint,this software makes my job harder.,1
It's a complete waste of money.,Complaint,its a complete waste of money.,1
I'm beyond frustrated.,Complaint,im beyond frustrated.,1
I'm very disappointed.,Complaint,im very disappointed.,1
It's unreliable and frustrating.,Complaint,its unreliable and frustrating.,1
I regret buying it.,Complaint,i regret buying it.,1
It's so buggy.,Complaint,its so buggy.,1
This software is a waste of time and money.,Complaint,this software is a waste of time and money.,1
I'm very unhappy.,Complaint,im very unhappy.,1
The interface is clunky and difficult to navigate.,Complaint,the interface is clunky and difficult to navigate.,1
I'm extremely dissatisfied with this product.,Complaint,im extremely dissatisfied with this product.,1
